loc,wmc,rfc,cbo,lcom,code_churn,num_developers,past_defects,target
0.060060941906403896,-1.1353523331907909,0.48390039945561175,0.7800082432863314,1.0235629290883188,0.2071076524340026,0.5529036201442767,0.7069807463957222,0
-0.5330087418317032,0.28026218204826575,0.040341666740444516,1.128693197817548,1.663219357091582,-0.4323108484428191,-1.2446697859059317,0.7069807463957222,0
-0.49369541052330596,-0.3095771993013412,-0.2257935728886558,-0.789074052104143,0.6946127484190984,0.7186424531354599,0.5529036201442767,2.835906456997646,0
0.19260303031757176,-0.1916093230314198,-0.04837007980258893,0.08263833422389837,0.5391248854765416,0.07922395225863825,-1.2446697859059317,1.4166226499296968,0
-0.4701074117382676,-0.4275450755712626,-0.84677579868989,-0.9634165293697513,-1.4247040592612177,0.7186424531354599,0.5529036201442767,-0.7123030606722272,0
-0.3611533221121381,-0.8994165806509481,0.21776515982651143,0.7800082432863314,-0.3852191801547405,-0.9438456491442765,-0.04628751520579276,-0.7123030606722272,0
-0.08483676491597454,-1.0173844569208694,-1.2016227848620238,-1.1377590066353596,0.6379101550799358,-0.9438456491442765,-1.2446697859059317,-0.0026611571382525057,0
-0.5206531234204926,-0.07364144676149842,-0.04837007980258893,-0.9634165293697513,1.6231824339913459,1.6138283543630103,-0.6454786505558623,-1.4219449642062019,0
-0.5195298853831098,-0.8994165806509481,-0.13708182634562238,0.25698081148950663,1.65423701585465,-0.4323108484428191,-1.2446697859059317,-0.0026611571382525057,1
-0.44090322276631533,0.7521336871279513,-0.2257935728886558,-0.6147315748385348,1.4852171145847024,-0.4323108484428191,0.5529036201442767,-1.4219449642062019,0
-0.437533508654167,-0.7814487043810268,1.2823061183429127,0.43132328875511494,-1.0109733294378975,-0.5601945486181834,-0.04628751520579276,-0.0026611571382525057,0
0.08364894069144224,0.5161979345881085,0.3951886529125783,0.6056657660207232,-1.6485664539632916,-0.815961948968912,-0.04628751520579276,-0.7123030606722272,0
-0.3454279895887792,-1.2533202094607123,-0.5806405590607896,0.43132328875511494,-0.6773500144745764,-0.9438456491442765,1.7512858908444158,-1.4219449642062019,0
0.3116662622801463,0.6341658108580299,-0.84677579868989,-0.6147315748385348,-0.8505783167869749,-0.815961948968912,2.3504770261944854,1.4166226499296968,0
-0.10617828762624733,1.6958766972873225,1.9920000906871804,0.08263833422389837,0.3974406090800821,-0.9438456491442765,-0.6454786505558623,0.7069807463957222,0
-0.0769740986542951,-1.1353523331907909,-0.6693523056038231,0.43132328875511494,-0.06762569263126965,-0.815961948968912,-1.2446697859059317,-0.0026611571382525057,0
-0.5330087418317032,-0.545512951841184,-1.1129110383189904,0.43132328875511494,-1.5785959890513528,-0.5601945486181834,-0.6454786505558623,-0.0026611571382525057,1
-0.3712624644485831,0.39823005831818714,0.21776515982651143,-0.09170414304170993,0.028565425801170302,-0.9438456491442765,0.5529036201442767,-1.4219449642062019,0
0.17800093583159565,0.6341658108580299,-0.84677579868989,-0.9634165293697513,-0.11135666953323488,-0.5601945486181834,-0.04628751520579276,-0.7123030606722272,0
-0.40046665342053533,-1.1353523331907909,1.72586485105808,-0.2660466203073182,0.30829542043653746,-0.6880782487935477,2.3504770261944854,0.7069807463957222,0
-0.2241182815514391,-0.545512951841184,-0.40321706597472273,-0.4403890975729265,-0.8248520469338613,-0.5601945486181834,-0.04628751520579276,0.7069807463957222,0
-0.1084247637010129,-1.6072238382704764,1.104882625256846,0.25698081148950663,0.8705942508637917,-0.9438456491442765,-1.2446697859059317,-0.0026611571382525057,0
0.2757226450838974,0.988069439667794,-0.7580640521468566,-0.9634165293697513,-0.8937902416985658,-0.04865974791672608,-1.2446697859059317,-0.0026611571382525057,0
-0.3162238006168269,-0.8994165806509481,-0.9354875452329234,-0.4403890975729265,-0.13313194805337197,-0.815961948968912,-0.6454786505558623,1.4166226499296968,1
-0.4543820792149087,0.044326429508422964,-0.5806405590607896,-1.1377590066353596,-1.436951431147527,1.102293553661553,2.3504770261944854,-0.7123030606722272,0
-0.4644912215513537,0.5161979345881085,-0.13708182634562238,-0.4403890975729265,1.3013947612447918,-0.5601945486181834,1.1520947554943464,-0.7123030606722272,0
-0.3341956092149514,1.8138445735572437,-0.5806405590607896,0.08263833422389837,-1.0476925248887128,1.102293553661553,-1.2446697859059317,-0.7123030606722272,0
-0.17357256986921404,-0.6634808281111053,-0.7580640521468566,0.25698081148950663,1.3564688116554569,-0.9438456491442765,-1.2446697859059317,-0.0026611571382525057,0
0.07915598854191114,0.8701015633978727,-0.84677579868989,-0.9634165293697513,0.4304058298012595,-0.6880782487935477,-0.04628751520579276,-0.0026611571382525057,0
1.4517528702236666,-0.07364144676149842,0.8387473856277455,-0.09170414304170993,1.3380011871825221,-0.30442714826745476,-0.04628751520579276,-0.0026611571382525057,0
-0.3454279895887792,1.4599409447474796,-0.9354875452329234,0.6056657660207232,-0.6833470215035502,0.07922395225863825,-0.04628751520579276,-0.7123030606722272,1
-0.5228995994952582,-0.7814487043810268,-0.5806405590607896,0.9543507205519398,1.6159108974661902,-0.04865974791672608,-0.04628751520579276,-0.7123030606722272,0
-0.06911143239261563,0.39823005831818714,0.48390039945561175,-0.6147315748385348,0.8704406216794297,1.869595754713739,0.5529036201442767,-1.4219449642062019,0
-0.4689841737008848,2.6396197074466934,-1.0241992917759568,-1.1377590066353596,1.5663956225570295,-0.9438456491442765,0.5529036201442767,-0.0026611571382525057,1
-0.3577836079999897,0.6341658108580299,0.12905341328347797,-0.09170414304170993,0.6699371213111454,0.7186424531354599,1.7512858908444158,-0.0026611571382525057,0
-0.4510123651027603,0.16229430577834436,1.3710178648859463,-0.6147315748385348,0.9175467513844967,-0.6880782487935477,0.5529036201442767,-0.7123030606722272,0
-0.04440019557019451,-0.4275450755712626,0.6613238925416787,0.25698081148950663,-0.6815921590128873,-0.815961948968912,1.1520947554943464,-0.0026611571382525057,0
-0.4566285552896742,-1.2533202094607123,-0.40321706597472273,0.7800082432863314,0.630450428682866,-0.9438456491442765,-0.04628751520579276,-1.4219449642062019,0
-0.48807922033639206,0.8701015633978727,2.2581353303162808,-0.6147315748385348,-0.9170035135999685,-0.04865974791672608,-0.6454786505558623,-0.7123030606722272,0
-0.4453961749158465,0.28026218204826575,-0.40321706597472273,-0.9634165293697513,1.6741857414381056,-0.6880782487935477,-0.6454786505558623,-0.0026611571382525057,0
0.8564367104107939,0.7521336871279513,1.9032883441441468,2.1747480614111976,1.1091016176722674,0.4628750527847313,0.5529036201442767,-0.7123030606722272,0
0.572257486952951,-1.0173844569208694,-0.9354875452329234,0.43132328875511494,0.11365525695504851,0.3349913526093669,0.5529036201442767,-1.4219449642062019,0
-0.49481864856068875,2.167748202367008,-0.2257935728886558,-0.789074052104143,1.2769884183977396,0.5907587529600956,1.1520947554943464,-1.4219449642062019,0
-0.3319491331401858,0.16229430577834436,-0.5806405590607896,0.08263833422389837,-0.2571811661892959,-0.9438456491442765,-1.2446697859059317,-0.0026611571382525057,0
-0.4543820792149087,0.16229430577834436,-0.40321706597472273,2.5234330159424143,1.2197176495364601,-0.30442714826745476,1.7512858908444158,-0.7123030606722272,0
-0.40495960557006644,-1.0173844569208694,-1.0241992917759568,0.43132328875511494,-0.1484071765413883,0.5907587529600956,-1.2446697859059317,2.1262645534636713,0
0.5385603458314676,1.4599409447474796,-0.84677579868989,-0.6147315748385348,1.1696979628395905,0.5907587529600956,-0.6454786505558623,0.7069807463957222,0
-0.4813397921120954,-0.6634808281111053,0.5726121459986452,0.7800082432863314,-0.5155424038347334,0.4628750527847313,-0.6454786505558623,-0.7123030606722272,0
-0.42967084239248754,0.044326429508422964,0.927459132170779,0.9543507205519398,1.28426215417392,-0.4323108484428191,-1.2446697859059317,-0.0026611571382525057,0
-0.4532588411775259,-0.545512951841184,-0.40321706597472273,-1.1377590066353596,0.339313212493621,-0.4323108484428191,-1.2446697859059317,-0.0026611571382525057,0
-0.4263011282803392,1.8138445735572437,-1.2903345314050572,-0.4403890975729265,-0.29220469535811966,-0.6880782487935477,-1.2446697859059317,0.7069807463957222,0
